#09.2015
['28.09.2015', '28.09.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']
('06.06.2016', '06.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '400', '400', 55.0, 100.0, 400.0, '555.00')r 
('17.06.2016', '17.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '500', '500', 57.0, 396.0, 0.0, '453.00')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '100', '100', 55.0, 0.0, 0.0, '55.00')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '100', '100', 55.0, 0.0, 0.0, '55.00')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '18', '18', 9.9, 0.0, 0.0, '9.90')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '23', '23', 12.65, 0.0, 0.0, '12.65')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '21', '21', 11.55, 0.0, 0.0, '11.55')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '123', '123', 55.0, 23.0, 0.0, '78.00')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '23', '23', 12.65, 0.0, 0.0, '12.65')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '324', '324', 55.0, 100.0, 248.0, '403.00')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '23', '23', 12.65, 0.0, 0.0, '12.65')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '3', '3', 1.65, 0.0, 0.0, '1.65')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '199', '199', 55.0, 99.0, 0.0, '154.00')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '111', '111', 55.0, 11.0, 0.0, '66.00')r 
('', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '4', '4', 2.2, 0.0, 0.0, '2.20')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '45', '45', 24.75, 0.0, 0.0, '24.75')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '45', '45', 24.75, 0.0, 0.0, '24.75')s 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '45', '45', 24.75, 0.0, 0.0, '24.75')s 
('1.06.2020', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '45', '45', 24.75, 0.0, 0.0, '24.75')r 
('1.06.2020', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '56', '56', 30.8, 0.0, 0.0, '30.80')r 
('1.06.2020', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '56', '56', 30.8, 0.0, 0.0, '30.80')s 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '566', '566', 55.0, 100.0, 732.0, '887.00', 'calculation')r 
('19.06.2016', '19.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '566', '566', 55.0, 100.0, 732.0, '887.00', 'calculation')s 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '200', '200', 57.0, 99.0, 0.0, '156.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '300', '300', 57.0, 198.0, 0.0, '255.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '400', '400', 57.0, 297.0, 0.0, '354.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '500', '500', 57.0, 396.0, 0.0, '453.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '600', '600', 57.0, 495.0, 0.0, '552.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '700', '700', 57.0, 495.0, 156.0, '708.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '800', '800', 57.0, 495.0, 312.0, '864.00', 'calculation')r 
('22.06.2016', '22.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '900', '900', 57.0, 495.0, 468.0, '1020.00', 'calculation')r 
